# Arduino DAQ Data
# Date: 2026-01-23 16:37:55
# Device: Arduino Uno
# Port: /dev/cu.usbmodem1101
# Baud Rate: 115200
# Requested Sample Rate: 500.0 Hz
# Effective Sample Rate: 500.00 Hz
# Duration: 30.0 s
# Number of Samples: 15000
# ADC Reference Voltage: 5.0 V
# ADC Max Value: 1023
# Channels: ch0_V
#
time_s,ch0_V
0.0,3.3235581622678394
0.002,3.3235581622678394
0.004,3.33822091886608
0.006,3.33822091886608
0.008,3.3235581622678394
0.01,3.3186705767350926
0.012003999999999999,3.328445747800586
0.013999999999999999,3.33822091886608
0.016,3.3235581622678394
0.018004,3.3186705767350926
0.02,3.328445747800586
0.022,3.333333333333333
0.024,3.3235581622678394
0.026,3.3186705767350926
0.027999999999999997,3.328445747800586
0.03,3.33822091886608
0.032,3.328445747800586
0.033999999999999996,3.3186705767350926
0.036,3.3235581622678394
0.038,3.33822091886608
0.04,3.333333333333333
0.041999999999999996,3.3235581622678394
0.044,3.3235581622678394
0.046,3.33822091886608
0.048,3.333333333333333
0.049999999999999996,3.3235581622678394
0.052,3.3186705767350926
0.054,3.33822091886608
0.055999999999999994,3.333333333333333
0.057999999999999996,3.3235581622678394
0.060003999999999995,3.3186705767350926
0.062,3.333333333333333
0.064,3.33822091886608
0.066,3.3235581622678394
0.06799999999999999,3.3186705767350926
0.06999999999999999,3.328445747800586
0.072,3.333333333333333
0.074,3.328445747800586
0.076,3.3186705767350926
0.078,3.328445747800586
0.08,3.33822091886608
0.08199999999999999,3.328445747800586
0.08399999999999999,3.3186705767350926
0.086,3.3235581622678394
0.088,3.33822091886608
0.09,3.328445747800586
0.092,3.3235581622678394
0.094,3.3186705767350926
0.096,3.333333333333333
0.09799999999999999,3.333333333333333
0.09999999999999999,3.3235581622678394
0.102,3.3186705767350926
0.104,3.333333333333333
0.106,3.33822091886608
0.108,3.3235581622678394
0.11,3.3186705767350926
0.11199999999999999,3.333333333333333
0.11399999999999999,3.33822091886608
0.11599999999999999,3.3235581622678394
0.118,3.3186705767350926
0.12,3.328445747800586
0.122,3.33822091886608
0.124,3.328445747800586
0.126,3.3186705767350926
0.128,3.328445747800586
0.13,3.33822091886608
0.132,3.328445747800586
0.13399999999999998,3.3186705767350926
0.13599999999999998,3.3235581622678394
0.13799999999999998,3.33822091886608
0.140004,3.333333333333333
0.142,3.3186705767350926
0.144004,3.3186705767350926
0.146004,3.33822091886608
0.148,3.333333333333333
0.15,3.3235581622678394
0.152,3.3186705767350926
0.154,3.333333333333333
0.156,3.333333333333333
0.158,3.3235581622678394
0.16,3.3186705767350926
0.162,3.333333333333333
0.16399999999999998,3.33822091886608
0.16599999999999998,3.3235581622678394
0.16799999999999998,3.3186705767350926
0.16999999999999998,3.328445747800586
0.172,3.33822091886608
0.174,3.328445747800586
0.176,3.3186705767350926
0.178,3.3235581622678394
0.18,3.33822091886608
0.182,3.328445747800586
0.184,3.3186705767350926
0.186,3.3235581622678394
0.188,3.33822091886608
0.19,3.328445747800586
0.192,3.3186705767350926
0.19399999999999998,3.3235581622678394
0.19599999999999998,3.33822091886608
0.19799999999999998,3.333333333333333
0.19999999999999998,3.3235581622678394
0.20199999999999999,3.3186705767350926
0.204,3.33822091886608
0.206,3.333333333333333
0.208,3.328445747800586
0.21,3.3235581622678394
0.212,3.333333333333333
0.214,3.333333333333333
0.216,3.3235581622678394
0.218,3.3186705767350926
0.22,3.333333333333333
0.222,3.33822091886608
0.22399999999999998,3.328445747800586
0.22599999999999998,3.3186705767350926
0.22799999999999998,3.328445747800586
0.22999999999999998,3.33822091886608
0.23199999999999998,3.328445747800586
0.23399999999999999,3.3235581622678394
0.236,3.328445747800586
0.238,3.33822091886608
0.24,3.328445747800586
0.242,3.3186705767350926
0.244,3.3235581622678394
0.246,3.33822091886608
0.248,3.333333333333333
0.25,3.3186705767350926
0.252,3.3186705767350926
0.254,3.33822091886608
0.256,3.333333333333333
0.258,3.328445747800586
0.26,3.3186705767350926
0.262,3.333333333333333
0.264,3.333333333333333
0.266,3.3235581622678394
0.26799999999999996,3.3186705767350926
0.26999999999999996,3.328445747800586
0.27199999999999996,3.33822091886608
0.27399999999999997,3.3235581622678394
0.27599999999999997,3.3186705767350926
0.27799999999999997,3.3235581622678394
0.27999999999999997,3.33822091886608
0.282,3.333333333333333
0.284,3.3186705767350926
0.286,3.3235581622678394
0.288,3.333333333333333
0.29,3.328445747800586
0.292,3.3235581622678394
0.294,3.3186705767350926
0.296,3.33822091886608
0.298,3.328445747800586
0.3,3.3235581622678394
0.302,3.3235581622678394
0.304,3.33822091886608
0.306,3.333333333333333
0.308,3.3235581622678394
0.31,3.3186705767350926
0.312,3.328445747800586
0.314,3.33822091886608
0.316,3.328445747800586
0.318,3.3186705767350926
0.32,3.328445747800586
0.322,3.33822091886608
0.324,3.328445747800586
0.326,3.3186705767350926
0.32799999999999996,3.3235581622678394
0.32999999999999996,3.33822091886608
0.33200399999999997,3.328445747800586
0.33399999999999996,3.3186705767350926
0.33599999999999997,3.3235581622678394
0.33799999999999997,3.33822091886608
0.33999999999999997,3.333333333333333
0.34199999999999997,3.3235581622678394
0.344,3.3235581622678394
0.346,3.33822091886608
0.348,3.328445747800586
0.35,3.3186705767350926
0.352,3.3186705767350926
0.354,3.33822091886608
0.356,3.33822091886608
0.358,3.3235581622678394
0.36,3.3186705767350926
0.362,3.333333333333333
0.364,3.33822091886608
0.366,3.328445747800586
0.368,3.3186705767350926
0.37,3.328445747800586
0.372,3.33822091886608
0.374,3.328445747800586
0.376,3.3186705767350926
0.378,3.328445747800586
0.38,3.33822091886608
0.382,3.328445747800586
0.384,3.3186705767350926
0.386,3.3235581622678394
0.38799999999999996,3.33822091886608
0.38999999999999996,3.328445747800586
0.39199999999999996,3.3186705767350926
0.39399999999999996,3.3186705767350926
0.39599999999999996,3.33822091886608
0.39799999999999996,3.328445747800586
0.39999999999999997,3.3235581622678394
0.40199999999999997,3.3235581622678394
0.40399999999999997,3.333333333333333
0.40599999999999997,3.333333333333333
0.408,3.3235581622678394
0.41,3.3186705767350926
0.412,3.333333333333333
0.414,3.333333333333333
0.416,3.328445747800586
0.418,3.3186705767350926
0.42,3.328445747800586
0.422,3.333333333333333
0.424,3.328445747800586
0.426,3.3186705767350926
0.428,3.328445747800586
0.43,3.33822091886608
0.432,3.3235581622678394
0.434,3.3186705767350926
0.436,3.3235581622678394
0.438,3.33822091886608
0.44,3.333333333333333
0.442,3.3235581622678394
0.444,3.3235581622678394
0.446,3.333333333333333
0.44799999999999995,3.333333333333333
0.44999999999999996,3.3235581622678394
0.45199999999999996,3.3235581622678394
0.45399999999999996,3.333333333333333
0.45599999999999996,3.333333333333333
0.45799999999999996,3.3235581622678394
0.45999999999999996,3.3235581622678394
0.46199999999999997,3.333333333333333
0.46399999999999997,3.33822091886608
0.46599999999999997,3.3235581622678394
0.46799999999999997,3.3137829912023458
0.47,3.333333333333333
0.472,3.33822091886608
0.474,3.328445747800586
0.476,3.3186705767350926
0.478,3.328445747800586
0.48,3.33822091886608
0.482,3.328445747800586
0.484,3.3186705767350926
0.486,3.328445747800586
0.488,3.3431085043988267
0.49,3.328445747800586
0.492,3.3186705767350926
0.494,3.3235581622678394
0.496,3.33822091886608
0.498,3.333333333333333
0.5,3.3235581622678394
0.502,3.3235581622678394
0.504,3.33822091886608
0.506,3.333333333333333
0.508,3.3235581622678394
0.51,3.3186705767350926
0.512,3.33822091886608
0.514,3.333333333333333
0.516,3.3235581622678394
0.518,3.3186705767350926
0.52,3.333333333333333
0.522,3.33822091886608
0.524,3.328445747800586
0.526004,3.3186705767350926
0.528004,3.3235581622678394
0.53,3.33822091886608
0.532,3.328445747800586
0.534,3.3186705767350926
0.5359999999999999,3.328445747800586
0.5379999999999999,3.33822091886608
0.5399999999999999,3.328445747800586
0.5419999999999999,3.3186705767350926
0.5439999999999999,3.3235581622678394
0.5459999999999999,3.33822091886608
0.5479999999999999,3.333333333333333
0.5499999999999999,3.3235581622678394
0.5519999999999999,3.3186705767350926
0.5539999999999999,3.333333333333333
0.5559999999999999,3.333333333333333
0.5579999999999999,3.328445747800586
0.5599999999999999,3.3235581622678394
0.5619999999999999,3.333333333333333
0.564,3.333333333333333
0.566,3.3235581622678394
0.568,3.3186705767350926
0.57,3.333333333333333
0.572,3.33822091886608
0.574,3.328445747800586
0.576,3.3186705767350926
0.578,3.328445747800586
0.58,3.33822091886608
0.582,3.328445747800586
0.584,3.3235581622678394
0.586,3.3235581622678394
0.588,3.33822091886608
0.59,3.328445747800586
0.592,3.3186705767350926
0.594,3.3235581622678394
0.596,3.3431085043988267
0.598,3.333333333333333
0.6,3.3235581622678394
0.602,3.3186705767350926
0.604,3.33822091886608
0.606,3.333333333333333
0.608,3.328445747800586
0.610004,3.3186705767350926
0.612,3.333333333333333
0.614,3.333333333333333
0.616,3.3235581622678394
0.618004,3.3186705767350926
0.62,3.328445747800586
0.622,3.333333333333333
0.624,3.3235581622678394
0.626004,3.3186705767350926
0.628,3.3235581622678394
0.63,3.33822091886608
0.632,3.328445747800586
0.634,3.3186705767350926
0.636,3.328445747800586
0.638,3.33822091886608
0.64,3.328445747800586
0.642,3.3235581622678394
0.644,3.3235581622678394
0.646,3.33822091886608
0.648,3.328445747800586
0.6500039999999999,3.3186705767350926
0.652,3.3186705767350926
0.654,3.33822091886608
0.6559999999999999,3.33822091886608
0.6579999999999999,3.3235581622678394
0.6599999999999999,3.3186705767350926
0.6619999999999999,3.333333333333333
0.6639999999999999,3.333333333333333
0.6659999999999999,3.3235581622678394
0.6679999999999999,3.3186705767350926
0.6699999999999999,3.333333333333333
0.6719999999999999,3.33822091886608
0.6739999999999999,3.3235581622678394
0.6759999999999999,3.3186705767350926
0.6779999999999999,3.328445747800586
0.6799999999999999,3.33822091886608
0.6820039999999999,3.328445747800586
0.6839999999999999,3.3186705767350926
0.6859999999999999,3.3235581622678394
0.688,3.33822091886608
0.69,3.328445747800586
0.692,3.3186705767350926
0.694004,3.3186705767350926
0.696,3.33822091886608
0.698,3.328445747800586
0.7,3.3186705767350926
0.702,3.3235581622678394
0.704,3.33822091886608
0.706,3.333333333333333
0.708,3.3235581622678394
0.71,3.3186705767350926
0.712004,3.333333333333333
0.714,3.333333333333333
0.716,3.328445747800586
0.718,3.3186705767350926
0.72,3.328445747800586
0.722004,3.333333333333333
0.724,3.3235581622678394
0.726004,3.3186705767350926
0.728004,3.328445747800586
0.73,3.33822091886608
0.732,3.3235581622678394
0.734,3.3186705767350926
0.736,3.3235581622678394
0.738,3.33822091886608
0.74,3.328445747800586
0.742,3.3186705767350926
0.744,3.3186705767350926
0.746,3.333333333333333
0.748,3.333333333333333
0.75,3.3235581622678394
0.752,3.3235581622678394
0.754004,3.33822091886608
0.756,3.333333333333333
0.758,3.3186705767350926
0.76,3.3186705767350926
0.762004,3.333333333333333
0.764,3.333333333333333
0.766,3.3235581622678394
0.768,3.3186705767350926
0.77,3.328445747800586
0.772,3.33822091886608
0.7739999999999999,3.328445747800586
0.7760039999999999,3.3186705767350926
0.7780039999999999,3.328445747800586
0.7799999999999999,3.333333333333333
0.7819999999999999,3.3235581622678394
0.7839999999999999,3.3186705767350926
0.7859999999999999,3.3235581622678394
0.7879999999999999,3.33822091886608
0.7899999999999999,3.328445747800586
0.7919999999999999,3.3186705767350926
0.7939999999999999,3.3235581622678394
0.7959999999999999,3.33822091886608
0.7979999999999999,3.333333333333333
0.7999999999999999,3.3186705767350926
0.8019999999999999,3.3186705767350926
0.8039999999999999,3.33822091886608
0.8059999999999999,3.333333333333333
0.8079999999999999,3.3235581622678394
0.810004,3.3186705767350926
0.8119999999999999,3.333333333333333
0.814,3.333333333333333
0.816,3.3235581622678394
0.818,3.3235581622678394
0.82,3.333333333333333
0.822,3.33822091886608
0.824,3.328445747800586
0.826,3.3186705767350926
0.828,3.328445747800586
0.83,3.33822091886608
0.832,3.328445747800586
0.834,3.3186705767350926
0.836,3.3235581622678394
0.838,3.33822091886608
0.84,3.328445747800586
0.842,3.3235581622678394
0.844,3.3235581622678394
0.846,3.333333333333333
0.848,3.328445747800586
0.85,3.3186705767350926
0.852,3.3186705767350926
0.854,3.33822091886608
0.856,3.333333333333333
0.858,3.3235581622678394
0.86,3.3235581622678394
0.862,3.333333333333333
0.864,3.333333333333333
0.866,3.3235581622678394
0.868,3.3186705767350926
0.87,3.333333333333333
0.872,3.333333333333333
0.874,3.328445747800586
0.876,3.3186705767350926
0.878,3.328445747800586
0.88,3.33822091886608
0.882,3.3235581622678394
0.884,3.3186705767350926
0.886,3.3235581622678394
0.888,3.3431085043988267
0.89,3.328445747800586
0.892,3.3186705767350926
0.8939999999999999,3.3235581622678394
0.8959999999999999,3.33822091886608
0.8979999999999999,3.328445747800586
0.8999999999999999,3.3186705767350926
0.9019999999999999,3.3235581622678394
0.9039999999999999,3.33822091886608
0.9060039999999999,3.333333333333333
0.9079999999999999,3.3235581622678394
0.9099999999999999,3.3186705767350926
0.9119999999999999,3.33822091886608
0.9139999999999999,3.333333333333333
0.9159999999999999,3.3186705767350926
0.9179999999999999,3.3186705767350926
0.9199999999999999,3.333333333333333
0.9219999999999999,3.333333333333333
0.9239999999999999,3.3235581622678394
0.9259999999999999,3.3186705767350926
0.9279999999999999,3.328445747800586
0.9300039999999999,3.33822091886608
0.9319999999999999,3.328445747800586
0.9339999999999999,3.3186705767350926
0.9359999999999999,3.3235581622678394
0.938,3.33822091886608
0.94,3.328445747800586
0.942,3.3186705767350926
0.944,3.3235581622678394
0.946,3.33822091886608
0.948,3.333333333333333
0.95,3.3235581622678394
0.952,3.3186705767350926
0.954,3.333333333333333
0.956,3.333333333333333
0.958,3.3235581622678394
0.96,3.3235581622678394
0.962,3.333333333333333
0.964,3.333333333333333
0.966,3.3235581622678394
0.968,3.3186705767350926
0.970004,3.333333333333333
0.972,3.33822091886608
0.974,3.3235581622678394
0.976,3.3186705767350926
0.978,3.328445747800586
0.98,3.33822091886608
0.982,3.328445747800586
0.984,3.3186705767350926
0.986,3.328445747800586
0.988,3.333333333333333
0.99,3.328445747800586
0.992,3.3235581622678394
0.994,3.3235581622678394
0.996,3.33822091886608
0.998,3.328445747800586
1.0,3.3186705767350926
1.002004,3.3186705767350926
1.004,3.33822091886608
1.006,3.333333333333333
